,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Tweets,Length,ID,Date,Likes,Retweets,Sentiment,Feature Words (Porter),Feature Words (Lancaster),Words
0,0,0,0,0,0,0,0,"RT @realDonaldTrump: Highly respected Senator Richard Burr, head of Senate Intelligence, said, after interviewing over 200 witnesses and st…",140,1099996565551439872,2019-02-25 11:36:32,0,32637,,"['rt', 'at_us', 'highli', 'respect', 'senat', 'richard', 'burr', 'head', 'senat', 'intellig', 'said', 'interview', 'wit']","['rt', 'at_user', 'high', 'respect', 'sen', 'richard', 'bur', 'head', 'sen', 'intellig', 'said', 'interview', 'wit']","RT AT_USER Highly respected Senator Richard Burr, head of Senate Intelligence, said, after interviewing over 200 witnesses and st…"
1,1,1,1,1,1,1,1,"We have a State of Emergency at our Southern Border. Border Patrol, our Military and local Law Enforcement are doin… https://t.co/5e9CMdHSDe",140,1099995611305254912,2019-02-25 11:32:45,6416,1642,,"['we', 'state', 'emerg', 'southern', 'border', 'border', 'patrol', 'militari', 'local', 'law', 'enforc', 'link']","['we', 'stat', 'emerg', 'southern', 'bord', 'bord', 'patrol', 'milit', 'loc', 'law', 'enforc', 'link']","We have a State of Emergency at our Southern Border. Border Patrol, our Military and local Law Enforcement are doin… LINK"
2,2,2,2,2,2,2,2,"....productive talks, I will be delaying the U.S. increase in tariffs now scheduled for March 1. Assuming both side… https://t.co/ASdNbpcCvk",140,1099803719435239426,2019-02-24 22:50:14,84666,18647,,"['talk', 'i', 'delay', 'increas', 'tariff', 'schedul', 'march', 'assum', 'link']","['talk', 'i', 'delay', 'increas', 'tariff', 'scheduled', 'march', 'assum', 'link']","....productive talks, I will be delaying the U.S. increase in tariffs now scheduled for March 1. Assuming both side… LINK"
3,3,3,3,3,3,3,3,I am pleased to report that the U.S. has made substantial progress in our trade talks with China on important struc… https://t.co/iFqrswXCmw,140,1099800961089003522,2019-02-24 22:39:17,87411,18721,,"['i', 'pleas', 'report', 'made', 'substanti', 'progress', 'trade', 'talk', 'china', 'import', 'link']","['i', 'pleas', 'report', 'mad', 'subst', 'progress', 'trad', 'talk', 'chin', 'import', 'link']",I am pleased to report that the U.S. has made substantial progress in our trade talks with China on important struc… LINK
4,4,4,4,4,4,4,4,"So funny to watch people who have failed for years, they got NOTHING, telling me how to negotiate with North Korea. But thanks anyway!",134,1099722424059420673,2019-02-24 17:27:12,130762,29785,,"['so', 'funni', 'watch', 'peopl', 'fail', 'year', 'got', 'noth', 'tell', 'negoti', 'north', 'korea', 'but', 'thank', 'anyway']","['so', 'funny', 'watch', 'peopl', 'fail', 'year', 'got', 'noth', 'tel', 'negoty', 'nor', 'kore', 'but', 'thank', 'anyway']","So funny to watch people who have failed for years, they got NOTHING, telling me how to negotiate with North Korea. But thanks anyway!"
5,5,5,5,5,5,5,5,"The only Collusion with the Russians was with Crooked Hillary Clinton and the Democratic National Committee...And,… https://t.co/ojVg7Xi9Fs",139,1099713451457462273,2019-02-24 16:51:33,115248,30803,,"['the', 'collus', 'russian', 'crook', 'hillari', 'clinton', 'democrat', 'nation', 'committe', 'and', 'link']","['the', 'collud', 'russ', 'crook', 'hil', 'clinton', 'democr', 'nat', 'commit', 'and', 'link']","The only Collusion with the Russians was with Crooked Hillary Clinton and the Democratic National Committee...And,… LINK"
6,6,6,6,6,6,6,6,93% Approval Rating in the Republican Party. 52% Approval Rating overall! Not bad considering I get the most unfair… https://t.co/HVOzsoxZub,140,1099685950077222913,2019-02-24 15:02:16,135559,29054,,"['approv', 'rate', 'republican', 'parti', 'approv', 'rate', 'overal', 'not', 'bad', 'consid', 'i', 'get', 'link']","['approv', 'rat', 'republ', 'party', 'approv', 'rat', 'overal', 'not', 'bad', 'consid', 'i', 'get', 'link']",93% Approval Rating in the Republican Party. 52% Approval Rating overall! Not bad considering I get the most unfair… LINK
7,7,7,7,7,7,7,7,Poll: Suburban women are coming back into the Republican Party in droves “because of the Wall and Border Security.… https://t.co/Jz0YqFbuS6,139,1099684406002925568,2019-02-24 14:56:08,98350,22278,,"['poll', 'suburban', 'women', 'come', 'back', 'republican', 'parti', 'drove', 'wall', 'border', 'link']","['pol', 'suburb', 'wom', 'com', 'back', 'republ', 'party', 'drov', 'wal', 'bord', 'link']",Poll: Suburban women are coming back into the Republican Party in droves “because of the Wall and Border Security.… LINK
8,8,8,8,8,8,8,8,"Chairman Kim realizes, perhaps better than anyone else, that without nuclear weapons, his country could fast become… https://t.co/smNbOvs6UB",140,1099660044004704260,2019-02-24 13:19:19,69573,15784,,"['chairman', 'kim', 'realiz', 'perhap', 'better', 'anyon', 'els', 'without', 'nuclear', 'weapon', 'countri', 'could', 'fast', 'link']","['chairm', 'kim', 'real', 'perhap', 'bet', 'anyon', 'els', 'without', 'nuclear', 'weapon', 'country', 'could', 'fast', 'link']","Chairman Kim realizes, perhaps better than anyone else, that without nuclear weapons, his country could fast become… LINK"
9,9,9,9,9,9,9,9,President Xi of China has been very helpful in his support of my meeting with Kim Jong Un. The last thing China wan… https://t.co/wDFsPyFanZ,140,1099656646840778752,2019-02-24 13:05:49,76198,15937,,"['presid', 'xi', 'china', 'help', 'support', 'meet', 'kim', 'jong', 'un', 'the', 'last', 'thing', 'china', 'link']","['presid', 'xi', 'chin', 'help', 'support', 'meet', 'kim', 'jong', 'un', 'the', 'last', 'thing', 'chin', 'link']",President Xi of China has been very helpful in his support of my meeting with Kim Jong Un. The last thing China wan… LINK
10,10,10,10,10,10,10,10,"Very productive talks yesterday with China on Trade. Will continue today! I will be leaving for Hanoi, Vietnam, ear… https://t.co/r4M2lwysxU",140,1099654763531055104,2019-02-24 12:58:20,85368,17755,,"['veri', 'product', 'talk', 'yesterday', 'china', 'trade', 'will', 'continu', 'today', 'i', 'leav', 'hanoi', 'vietnam', 'link']","['very', 'produc', 'talk', 'yesterday', 'chin', 'trad', 'wil', 'continu', 'today', 'i', 'leav', 'hano', 'vietnam', 'link']","Very productive talks yesterday with China on Trade. Will continue today! I will be leaving for Hanoi, Vietnam, ear… LINK"
11,11,11,11,11,11,11,11,"HOLD THE DATE! We will be having one of the biggest gatherings in the history of Washington, D.C., on July 4th. It… https://t.co/YvoeR0KhAV",139,1099651121088466946,2019-02-24 12:43:52,186065,41890,,"['hold', 'the', 'date', 'we', 'one', 'biggest', 'gather', 'histori', 'washington', 'juli', 'link']","['hold', 'the', 'dat', 'we', 'on', 'biggest', 'gath', 'hist', 'washington', 'july', 'link']","HOLD THE DATE! We will be having one of the biggest gatherings in the history of Washington, D.C., on July 4th. It… LINK"
12,12,12,12,12,12,12,12,RT @seanhannity: **REPORT: “China is proposing that it could buy an additional $30 billion a year of U.S. agricultural products including s…,140,1099519797799370752,2019-02-24 04:02:02,0,11269,,"['rt', 'at_us', 'china', 'propos', 'could', 'buy', 'addit', 'billion', 'year', 'agricultur', 'product', 'includ']","['rt', 'at_user', 'chin', 'propos', 'could', 'buy', 'addit', 'bil', 'year', 'agricult', 'produc', 'includ']",RT AT_USER **REPORT: “China is proposing that it could buy an additional $30 billion a year of U.S. agricultural products including s…
13,13,13,13,13,13,13,13,"RT @CortesSteve: Was wonderful to meet so many inspiring young patriots last night when I spoke to the ⁦@TPUSA⁩ Latino conference! 

⁦@char…",140,1099518449234202626,2019-02-24 03:56:41,0,5780,,"['rt', 'at_us', 'wa', 'wonder', 'meet', 'mani', 'inspir', 'young', 'patriot', 'last', 'night', 'i', 'spoke', 'latino', 'confer']","['rt', 'at_user', 'was', 'wond', 'meet', 'many', 'inspir', 'young', 'patriot', 'last', 'night', 'i', 'spok', 'latino', 'conf']","RT AT_USER Was wonderful to meet so many inspiring young patriots last night when I spoke to the ⁦AT_USER Latino conference! 

⁦AT_USER"
14,14,14,14,14,14,14,14,"RT @TomFitton: MASSIVE @JudicialWatch Update:  Lawsuit to Expose Coup Against @RealDonaldTrump, Another FBI Cover-up of potential Clinton e…",140,1099516651345772546,2019-02-24 03:49:32,0,11212,,"['rt', 'at_us', 'massiv', 'at_us', 'updat', 'lawsuit', 'expos', 'coup', 'against', 'at_us', 'anoth', 'fbi', 'potenti', 'clinton']","['rt', 'at_user', 'mass', 'at_user', 'upd', 'lawsuit', 'expos', 'coup', 'against', 'at_user', 'anoth', 'fbi', 'pot', 'clinton']",RT AT_USER MASSIVE AT_USER Update:  Lawsuit to Expose Coup Against AT_USER Another FBI Cover-up of potential Clinton e…
15,15,15,15,15,15,15,15,RT @PressSec: President @realDonaldTrump delivers more great news for our farmers. https://t.co/ACq0ujTFTS,106,1099514371590508544,2019-02-24 03:40:28,0,15740,,"['rt', 'at_us', 'presid', 'at_us', 'deliv', 'great', 'news', 'farmer', 'link']","['rt', 'at_user', 'presid', 'at_user', 'del', 'gre', 'new', 'farm', 'link']",RT AT_USER President AT_USER delivers more great news for our farmers. LINK
16,16,16,16,16,16,16,16,"RT @GOPChairwoman: Drug trafficking at our southern border has exploded.

CBP seized nearly 5X as much methamphetamine in 2018 than it did…",139,1099514316666126336,2019-02-24 03:40:15,0,12632,,"['rt', 'at_us', 'drug', 'traffick', 'southern', 'border', 'explod', 'cbp', 'seiz', 'nearli', 'much', 'methamphetamin']","['rt', 'at_user', 'drug', 'traffick', 'southern', 'bord', 'explod', 'cbp', 'seiz', 'near', 'much', 'methamphetamin']","RT AT_USER Drug trafficking at our southern border has exploded.

CBP seized nearly 5X as much methamphetamine in 2018 than it did…"
17,17,17,17,17,17,17,17,RT @LouDobbs: #AmericaFirst –@CLewandowski_ :The media doesn’t want to give @realDonaldTrump the credit for once again exerting American do…,140,1099513644034019331,2019-02-24 03:37:35,0,9999,,"['rt', 'at_us', 'americafirst', 'the', 'media', 'want', 'give', 'at_us', 'credit', 'exert', 'american']","['rt', 'at_user', 'americafirst', 'the', 'med', 'want', 'giv', 'at_user', 'credit', 'exert', 'am']",RT AT_USER #AmericaFirst –AT_USER :The media doesn’t want to give AT_USER the credit for once again exerting American do…
18,18,18,18,18,18,18,18,So great being with you both in the Oval Office! https://t.co/9VoIV3NahE,72,1099513093653258245,2019-02-24 03:35:24,114661,23625,,"['so', 'great', 'oval', 'offic', 'link']","['so', 'gre', 'ov', 'off', 'link']",So great being with you both in the Oval Office! LINK
19,19,19,19,19,19,19,19,"RT @GOPChairwoman: Thank you @RonaldWeiser for serving the @MIGOP well and congratulations to my friend and new @MIGOPChair Laura Cox! 
 
I…",140,1099512557222674437,2019-02-24 03:33:16,0,5122,,"['rt', 'at_us', 'thank', 'at_us', 'serv', 'at_us', 'well', 'congratul', 'friend', 'new', 'at_us', 'laura', 'cox']","['rt', 'at_user', 'thank', 'at_user', 'serv', 'at_user', 'wel', 'congrat', 'friend', 'new', 'at_user', 'laur', 'cox']","RT AT_USER Thank you AT_USER for serving the AT_USER well and congratulations to my friend and new AT_USER Laura Cox! 
 
I…"
20,20,20,20,20,20,20,20,“There’s not one shred of evidence that this president’s done anything Constitutionally (or anything else) wrong.”… https://t.co/pqlBBCeLJP,139,1099459138038444034,2019-02-24 00:01:00,127293,26766,,"['there', 'one', 'shred', 'evid', 'presid', 'done', 'anyth', 'constitut', 'anyth', 'els', 'link']","['ther', 'on', 'shred', 'evid', 'presid', 'don', 'anyth', 'constitut', 'anyth', 'els', 'link']",“There’s not one shred of evidence that this president’s done anything Constitutionally (or anything else) wrong.”… LINK
21,21,21,21,21,21,21,21,"The people of Venezuela stand at the threshold of history, ready to reclaim their country – and their future.... https://t.co/ajxd1EN64c",136,1099398639942856705,2019-02-23 20:00:36,102274,32154,,"['the', 'peopl', 'venezuela', 'stand', 'threshold', 'histori', 'readi', 'reclaim', 'countri', 'futur', 'link']","['the', 'peopl', 'venezuel', 'stand', 'threshold', 'hist', 'ready', 'reclaim', 'country', 'fut', 'link']","The people of Venezuela stand at the threshold of history, ready to reclaim their country – and their future.... LINK"
22,22,22,22,22,22,22,22,"RT @USMC: 74 years ago today, Marines on Iwo Jima raised the flag atop Mount Suribachi.

Semper Fidelis. https://t.co/UsQ2z344Xp",128,1099397344632729605,2019-02-23 19:55:27,0,29330,,"['rt', 'at_us', 'year', 'ago', 'today', 'marin', 'iwo', 'jima', 'rais', 'flag', 'atop', 'mount', 'suribachi', 'semper', 'fide', 'link']","['rt', 'at_user', 'year', 'ago', 'today', 'marin', 'iwo', 'jim', 'rais', 'flag', 'atop', 'mount', 'suribach', 'semp', 'fidel', 'link']","RT AT_USER 74 years ago today, Marines on Iwo Jima raised the flag atop Mount Suribachi.

Semper Fidelis. LINK"
23,23,23,23,23,23,23,23,There is far more ENERGY on the Right than there is on the Left. That’s why we just won the Senate and why we will… https://t.co/qkKn4tSvlN,139,1099366469010366464,2019-02-23 17:52:46,117668,27642,,"['there', 'far', 'energi', 'right', 'left', 'that', 'senat', 'link']","['ther', 'far', 'energy', 'right', 'left', 'that', 'sen', 'link']",There is far more ENERGY on the Right than there is on the Left. That’s why we just won the Senate and why we will… LINK
24,24,24,24,24,24,24,24,God Bless the people of Venezuela!,34,1099360827591835648,2019-02-23 17:30:21,200541,59179,,"['god', 'bless', 'peopl', 'venezuela']","['god', 'bless', 'peopl', 'venezuel']",God Bless the people of Venezuela!
25,25,25,25,25,25,25,25,"Great new book: “The Case For Trump” by Victor Davis Hanson, Hoover Senior Fellow.",82,1099341141152055296,2019-02-23 16:12:07,70340,14964,,"['great', 'new', 'book', 'the', 'case', 'for', 'trump', 'victor', 'davi', 'hanson', 'hoover', 'senior', 'fellow']","['gre', 'new', 'book', 'the', 'cas', 'for', 'trump', 'vict', 'dav', 'hanson', 'hoov', 'seny', 'fellow']","Great new book: “The Case For Trump” by Victor Davis Hanson, Hoover Senior Fellow."
26,26,26,26,26,26,26,26,"....Kelly has done an outstanding job representing our Nation and I have no doubt that, under her leadership, our C… https://t.co/EWkXuZ9KIs",140,1099082126354509826,2019-02-22 23:02:53,90733,14714,,"['done', 'outstand', 'job', 'repres', 'nation', 'i', 'doubt', 'leadership', 'link']","['don', 'outstand', 'job', 'repres', 'nat', 'i', 'doubt', 'lead', 'link']","....Kelly has done an outstanding job representing our Nation and I have no doubt that, under her leadership, our C… LINK"
27,27,27,27,27,27,27,27,"I am pleased to announce that Kelly Knight Craft, our current Ambassador to Canada, is being nominated to be United… https://t.co/TPXgm22rw6",140,1099082125523992576,2019-02-22 23:02:53,116521,20481,,"['i', 'pleas', 'announc', 'kelli', 'knight', 'craft', 'current', 'ambassador', 'canada', 'nomin', 'link']","['i', 'pleas', 'annount', 'kel', 'knight', 'craft', 'cur', 'ambassad', 'canad', 'nomin', 'link']","I am pleased to announce that Kelly Knight Craft, our current Ambassador to Canada, is being nominated to be United… LINK"
28,28,28,28,28,28,28,28,"RT @SecretarySonny: BREAKING: In Oval Office meeting today, the Chinese committed to buy an additional 10 million metric tons of U.S. soybe…",140,1099079277977522176,2019-02-22 22:51:34,0,23119,,"['rt', 'at_us', 'break', 'in', 'oval', 'offic', 'meet', 'today', 'chines', 'commit', 'buy', 'addit', 'million', 'metric', 'ton']","['rt', 'at_user', 'break', 'in', 'ov', 'off', 'meet', 'today', 'chines', 'commit', 'buy', 'addit', 'mil', 'met', 'ton']","RT AT_USER BREAKING: In Oval Office meeting today, the Chinese committed to buy an additional 10 million metric tons of U.S. soybe…"
29,29,29,29,29,29,29,29,A must read by @KimStrassel! https://t.co/Gfyrfpy55b,52,1098976205238398976,2019-02-22 16:01:59,67864,20809,,"['a', 'must', 'read', 'at_us', 'link']","['a', 'must', 'read', 'at_user', 'link']",A must read by AT_USER LINK
30,30,30,30,30,30,30,30,Fake News is so bad for our Country! https://t.co/ZwA8E0URer,60,1098959451292426241,2019-02-22 14:55:25,91388,24161,,"['fake', 'new', 'bad', 'countri', 'link']","['fak', 'new', 'bad', 'country', 'link']",Fake News is so bad for our Country! LINK
31,31,31,31,31,31,31,31,"Highly respected Senator Richard Burr, head of Senate Intelligence, said, after interviewing over 200 witnesses and… https://t.co/So0qm3SrYv",140,1098948459405721600,2019-02-22 14:11:44,134528,32637,,"['highli', 'respect', 'senat', 'richard', 'burr', 'head', 'senat', 'intellig', 'said', 'interview', 'wit', 'link']","['high', 'respect', 'sen', 'richard', 'bur', 'head', 'sen', 'intellig', 'said', 'interview', 'wit', 'link']","Highly respected Senator Richard Burr, head of Senate Intelligence, said, after interviewing over 200 witnesses and… LINK"
32,32,32,32,32,32,32,32,RT @FLOTUS: Wonderful evening at @WhiteHouse celebrating #AfricanAmericanHistoryMonth! https://t.co/ZBJop8kxTY,110,1098771986686316544,2019-02-22 02:30:30,0,20489,,"['rt', 'at_us', 'wonder', 'even', 'at_us', 'celebr', 'africanamericanhistorymonth', 'link']","['rt', 'at_user', 'wond', 'ev', 'at_user', 'celebr', 'africanamericanhistorymon', 'link']",RT AT_USER Wonderful evening at AT_USER celebrating #AfricanAmericanHistoryMonth! LINK
33,33,33,33,33,33,33,33,"We are here to honor the extraordinary contributions of African-Americans to every aspect of American Life, History… https://t.co/51s1YX9Oq8",140,1098740934588751872,2019-02-22 00:27:07,118893,31266,,"['we', 'honor', 'extraordinari', 'contribut', 'everi', 'aspect', 'american', 'life', 'link']","['we', 'hon', 'extraordin', 'contribut', 'every', 'aspect', 'am', 'lif', 'link']","We are here to honor the extraordinary contributions of African-Americans to every aspect of American Life, History… LINK"
34,34,34,34,34,34,34,34,"Senator John Cornyn has done an outstanding job for the people of Texas. He is strong on Crime, the Border, the Sec… https://t.co/gxJLXzB5Ax",140,1098676390780719104,2019-02-21 20:10:38,99994,21085,,"['senat', 'john', 'cornyn', 'done', 'outstand', 'job', 'peopl', 'texa', 'he', 'strong', 'crime', 'border', 'link']","['sen', 'john', 'cornyn', 'don', 'outstand', 'job', 'peopl', 'texa', 'he', 'strong', 'crim', 'bord', 'link']","Senator John Cornyn has done an outstanding job for the people of Texas. He is strong on Crime, the Border, the Sec… LINK"
35,35,35,35,35,35,35,35,.@JussieSmollett - what about MAGA and the tens of millions of people you insulted with your racist and dangerous comments!? #MAGA,130,1098615818512941057,2019-02-21 16:09:57,221621,56366,,"['maga', 'ten', 'million', 'peopl', 'insult', 'racist', 'danger', 'comment', 'maga']","['mag', 'ten', 'mil', 'peopl', 'insult', 'rac', 'dang', 'com', 'mag']",.AT_USER - what about MAGA and the tens of millions of people you insulted with your racist and dangerous comments!? #MAGA
36,36,36,36,36,36,36,36,THE WALL IS UNDER CONSTRUCTION RIGHT NOW! https://t.co/exUJCiITsz,65,1098587583469228037,2019-02-21 14:17:45,133173,31482,,"['the', 'wall', 'is', 'under', 'construct', 'right', 'now', 'link']","['the', 'wal', 'is', 'und', 'construct', 'right', 'now', 'link']",THE WALL IS UNDER CONSTRUCTION RIGHT NOW! LINK
37,37,37,37,37,37,37,37,"....something that is so obviously the future. I want the United States to win through competition, not by blocking… https://t.co/hztqUt8v9S",140,1098583029713420288,2019-02-21 13:59:39,124216,23236,,"['obvious', 'futur', 'i', 'want', 'unit', 'state', 'win', 'competit', 'link']","['obvy', 'fut', 'i', 'want', 'unit', 'stat', 'win', 'competit', 'link']","....something that is so obviously the future. I want the United States to win through competition, not by blocking… LINK"
38,38,38,38,38,38,38,38,"I want 5G, and even 6G, technology in the United States as soon as possible. It is far more powerful, faster, and s… https://t.co/quvGzqNGpZ",140,1098581869233344512,2019-02-21 13:55:02,141742,28299,,"['i', 'want', 'even', 'technolog', 'unit', 'state', 'soon', 'possibl', 'it', 'far', 'power', 'faster', 'link']","['i', 'want', 'ev', 'technolog', 'unit', 'stat', 'soon', 'poss', 'it', 'far', 'pow', 'fast', 'link']","I want 5G, and even 6G, technology in the United States as soon as possible. It is far more powerful, faster, and s… LINK"
39,39,39,39,39,39,39,39,"I have instructed Secretary of State Mike Pompeo, and he fully agrees, not to allow Hoda Muthana back into the Country!",119,1098327855145062411,2019-02-20 21:05:41,202390,40822,,"['i', 'instruct', 'secretari', 'state', 'mike', 'pompeo', 'fulli', 'agre', 'allow', 'hoda', 'muthana', 'back', 'countri']","['i', 'instruct', 'secret', 'stat', 'mik', 'pompeo', 'ful', 'agr', 'allow', 'hod', 'muthan', 'back', 'country']","I have instructed Secretary of State Mike Pompeo, and he fully agrees, not to allow Hoda Muthana back into the Country!"
40,40,40,40,40,40,40,40,"We have just built this powerful Wall in New Mexico. Completed on January 30, 2019 – 47 days ahead of schedule! Man… https://t.co/32ThjNvKoy",140,1098295228837048325,2019-02-20 18:56:02,195187,51010,,"['we', 'built', 'power', 'wall', 'new', 'mexico', 'complet', 'januari', 'day', 'ahead', 'schedul', 'link']","['we', 'built', 'pow', 'wal', 'new', 'mexico', 'complet', 'janu', 'day', 'ahead', 'schedule', 'link']","We have just built this powerful Wall in New Mexico. Completed on January 30, 2019 – 47 days ahead of schedule! Man… LINK"
41,41,41,41,41,41,41,41,California now wants to scale back their already failed “fast train” project by substantially shortening the distan… https://t.co/uYCn3ZXAuU,140,1098224105931853827,2019-02-20 14:13:25,130826,28446,,"['california', 'want', 'scale', 'back', 'alreadi', 'fail', 'fast', 'train', 'project', 'substanti', 'shorten', 'link']","['californ', 'want', 'scal', 'back', 'already', 'fail', 'fast', 'train', 'project', 'subst', 'short', 'link']",California now wants to scale back their already failed “fast train” project by substantially shortening the distan… LINK
42,42,42,42,42,42,42,42,The New York Times reporting is false. They are a true ENEMY OF THE PEOPLE!,75,1098218016255414272,2019-02-20 13:49:13,114749,27342,,"['the', 'new', 'york', 'time', 'report', 'fals', 'they', 'true', 'enemi', 'of', 'the', 'peopl']","['the', 'new', 'york', 'tim', 'report', 'fals', 'they', 'tru', 'enemy', 'of', 'the', 'peopl']",The New York Times reporting is false. They are a true ENEMY OF THE PEOPLE!
43,43,43,43,43,43,43,43,"“If thinking that James Comey is not a good FBI Director is tantamount to being an agent of Russia, than just list… https://t.co/74wrz829kQ",139,1098204256602066945,2019-02-20 12:54:33,95835,25314,,"['if', 'think', 'jame', 'comey', 'good', 'fbi', 'director', 'tantamount', 'agent', 'russia', 'link']","['if', 'think', 'jam', 'comey', 'good', 'fbi', 'direct', 'tantamount', 'ag', 'russ', 'link']","“If thinking that James Comey is not a good FBI Director is tantamount to being an agent of Russia, than just list… LINK"
44,44,44,44,44,44,44,44,“The Washington Post ignored basic journalistic standards because it wanted to advance its well-known and easily do… https://t.co/cKc9DXhdfy,140,1098201685518893056,2019-02-20 12:44:20,124079,30145,,"['the', 'washington', 'post', 'ignor', 'basic', 'journalist', 'standard', 'want', 'advanc', 'easili', 'link']","['the', 'washington', 'post', 'ign', 'bas', 'journ', 'standard', 'want', 'adv', 'easy', 'link']",“The Washington Post ignored basic journalistic standards because it wanted to advance its well-known and easily do… LINK
45,45,45,45,45,45,45,45,The Press has never been more dishonest than it is today. Stories are written that have absolutely no basis in fact… https://t.co/RxYyJKcRf1,140,1098195686540169223,2019-02-20 12:20:29,143811,32325,,"['the', 'press', 'never', 'dishonest', 'today', 'stori', 'written', 'absolut', 'basi', 'link']","['the', 'press', 'nev', 'dishonest', 'today', 'story', 'writ', 'absolv', 'bas', 'link']",The Press has never been more dishonest than it is today. Stories are written that have absolutely no basis in fact… LINK
46,46,46,46,46,46,46,46,Crazy Bernie has just entered the race. I wish him well!,56,1098192352072646656,2019-02-20 12:07:14,166408,27645,,"['crazi', 'berni', 'enter', 'race', 'i', 'wish', 'well']","['crazy', 'berny', 'ent', 'rac', 'i', 'wish', 'wel']",Crazy Bernie has just entered the race. I wish him well!
47,47,47,47,47,47,47,47,“Andrew McCabe gave absolutely no evidence of any threat to substantiate his ABSURD claim.” @LouDobbs,101,1098191360987930624,2019-02-20 12:03:18,72770,15969,,"['andrew', 'mccabe', 'gave', 'absolut', 'evid', 'threat', 'substanti', 'absurd', 'at_us']","['andrew', 'mccabe', 'gav', 'absolv', 'evid', 'threat', 'substanty', 'absurd', 'at_user']",“Andrew McCabe gave absolutely no evidence of any threat to substantiate his ABSURD claim.” AT_USER
48,48,48,48,48,48,48,48,RT @GeraldoRivera: This is crazy scary. A cabal of unelected bureaucrats-angered &amp; upset that @realDonaldTrump fired their boss-whispered a…,144,1098083558093135873,2019-02-20 04:54:56,0,19837,,"['rt', 'at_us', 'thi', 'crazi', 'scari', 'a', 'cabal', 'unelect', 'amp', 'upset', 'at_us', 'fire']","['rt', 'at_user', 'thi', 'crazy', 'scary', 'a', 'cab', 'unelect', 'amp', 'upset', 'at_user', 'fir']",RT AT_USER This is crazy scary. A cabal of unelected bureaucrats-angered &amp; upset that AT_USER fired their boss-whispered a…
49,49,49,49,49,49,49,49,https://t.co/xRbxknI4Nf,23,1097901336308400128,2019-02-19 16:50:51,89401,26996,,['link'],['link'],LINK
50,50,50,50,50,50,50,50,I never said anything bad about Andrew McCabe’s wife other than she (they) should not have taken large amounts of c… https://t.co/zud16rNaSK,140,1097889803864064001,2019-02-19 16:05:01,116062,25942,,"['i', 'never', 'said', 'anyth', 'bad', 'andrew', 'mccabe', 'wife', 'taken', 'larg', 'amount', 'link']","['i', 'nev', 'said', 'anyth', 'bad', 'andrew', 'mccabe', 'wif', 'tak', 'larg', 'amount', 'link']",I never said anything bad about Andrew McCabe’s wife other than she (they) should not have taken large amounts of c… LINK
51,51,51,51,51,51,51,51,"The Washington Post is a Fact Checker only for the Democrats. For the Republicans, and for your all time favorite P… https://t.co/2ig6094L72",140,1097879075979436033,2019-02-19 15:22:23,121771,25988,,"['the', 'washington', 'post', 'fact', 'checker', 'democrat', 'for', 'republican', 'time', 'favorit', 'link']","['the', 'washington', 'post', 'fact', 'check', 'democr', 'for', 'republ', 'tim', 'favorit', 'link']","The Washington Post is a Fact Checker only for the Democrats. For the Republicans, and for your all time favorite P… LINK"
52,52,52,52,52,52,52,52,"The failed Fast Train project in California, where the cost overruns are becoming world record setting, is hundreds… https://t.co/PCzq8Q0hX1",140,1097856727020720128,2019-02-19 13:53:35,112590,25052,,"['the', 'fail', 'fast', 'train', 'project', 'california', 'cost', 'overrun', 'becom', 'world', 'record', 'set', 'link']","['the', 'fail', 'fast', 'train', 'project', 'californ', 'cost', 'overrun', 'becom', 'world', 'record', 'set', 'link']","The failed Fast Train project in California, where the cost overruns are becoming world record setting, is hundreds… LINK"
53,53,53,53,53,53,53,53,"As I predicted, 16 states, led mostly by Open Border Democrats and the Radical Left, have filed a lawsuit in, of co… https://t.co/uGPugSzFGu",140,1097856404629700609,2019-02-19 13:52:18,92339,22275,,"['as', 'i', 'predict', 'state', 'led', 'mostli', 'open', 'border', 'democrat', 'radic', 'left', 'file', 'lawsuit', 'link']","['as', 'i', 'predict', 'stat', 'led', 'most', 'op', 'bord', 'democr', 'rad', 'left', 'fil', 'lawsuit', 'link']","As I predicted, 16 states, led mostly by Open Border Democrats and the Radical Left, have filed a lawsuit in, of co… LINK"
54,54,54,54,54,54,54,54,"Had the opposition party (no, not the Media) won the election, the Stock Market would be down at least 10,000 point… https://t.co/yP4yfOTDU3",140,1097835706024644608,2019-02-19 12:30:03,103512,20276,,"['had', 'opposit', 'parti', 'media', 'elect', 'stock', 'market', 'would', 'least', 'link']","['had', 'opposit', 'party', 'med', 'elect', 'stock', 'market', 'would', 'least', 'link']","Had the opposition party (no, not the Media) won the election, the Stock Market would be down at least 10,000 point… LINK"
