,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Tweets,Length,ID,Date,Likes,Retweets,Sentiment,Feature Words (Porter),Feature Words (Lancaster),Words
55,55,55,55,55,55,55,55,"“....(The Witch Hunt) in time likely will become recognized as the greatest scandal in American political history,… https://t.co/5w142qf3XG",139,1097833456254492672,2019-02-19 12:21:07,86246,22095,,"['the', 'witch', 'hunt', 'time', 'like', 'becom', 'recogn', 'greatest', 'scandal', 'american', 'polit', 'histori', 'link']","['the', 'witch', 'hunt', 'tim', 'lik', 'becom', 'recogn', 'greatest', 'scand', 'am', 'polit', 'hist', 'link']","“....(The Witch Hunt) in time likely will become recognized as the greatest scandal in American political history,… LINK"
56,56,56,56,56,56,56,56,"Remember this, Andrew McCabe didn’t go to the bathroom without the approval of Leakin’ James Comey!",99,1097698985953898497,2019-02-19 03:26:47,103411,24503,,"['rememb', 'andrew', 'mccabe', 'go', 'bathroom', 'without', 'approv', 'leakin', 'jame', 'comey']","['rememb', 'andrew', 'mccabe', 'go', 'bathroom', 'without', 'approv', 'leakin', 'jam', 'comey']","Remember this, Andrew McCabe didn’t go to the bathroom without the approval of Leakin’ James Comey!"
57,57,57,57,57,57,57,57,RT @real_defender: @realDonaldTrump Our country is making unprecedented progress thanks to the fact that we finally have a president who is…,140,1097698232510136321,2019-02-19 03:23:47,0,10337,,"['rt', 'at_us', 'at_us', 'our', 'countri', 'make', 'unpreced', 'progress', 'thank', 'fact', 'final', 'presid']","['rt', 'at_user', 'at_user', 'our', 'country', 'mak', 'unprec', 'progress', 'thank', 'fact', 'fin', 'presid']",RT AT_USER AT_USER Our country is making unprecedented progress thanks to the fact that we finally have a president who is…
58,58,58,58,58,58,58,58,Thank you Andrew - We all miss beautiful Meadow! https://t.co/a5PLSwpJyx,72,1097697667684155392,2019-02-19 03:21:32,86050,19116,,"['thank', 'andrew', 'we', 'miss', 'beauti', 'meadow', 'link']","['thank', 'andrew', 'we', 'miss', 'beauty', 'meadow', 'link']",Thank you Andrew - We all miss beautiful Meadow! LINK
59,59,59,59,59,59,59,59,Thank you JT! https://t.co/L1HDeXWazc,37,1097695719706845184,2019-02-19 03:13:48,60314,13397,,"['thank', 'jt', 'link']","['thank', 'jt', 'link']",Thank you JT! LINK
60,60,60,60,60,60,60,60,Amazing! https://t.co/uUNCL1hPAk,32,1097692456911626243,2019-02-19 03:00:50,126094,35132,,"['amaz', 'link']","['amaz', 'link']",Amazing! LINK
61,61,61,61,61,61,61,61,"“The biggest abuse of power and corruption scandal in our history, and it’s much worse than we thought. Andrew McCa… https://t.co/epia7ZUKWN",140,1097690731882446849,2019-02-19 02:53:59,95744,27705,,"['the', 'biggest', 'abus', 'power', 'corrupt', 'scandal', 'histori', 'much', 'wors', 'thought', 'andrew', 'link']","['the', 'biggest', 'abus', 'pow', 'corrupt', 'scand', 'hist', 'much', 'wors', 'thought', 'andrew', 'link']","“The biggest abuse of power and corruption scandal in our history, and it’s much worse than we thought. Andrew McCa… LINK"
62,62,62,62,62,62,62,62,Today more than 50 countries around the world now recognize the rightful government of Venezuela. The Venezuelan pe… https://t.co/80uVw9eGfn,140,1097666398778785792,2019-02-19 01:17:17,84585,25200,,"['today', 'countri', 'around', 'world', 'recogn', 'right', 'govern', 'venezuela', 'the', 'venezuelan', 'link']","['today', 'country', 'around', 'world', 'recogn', 'right', 'govern', 'venezuel', 'the', 'venezuel', 'link']",Today more than 50 countries around the world now recognize the rightful government of Venezuela. The Venezuelan pe… LINK
63,63,63,63,63,63,63,63,"I ask every member of the Maduro regime: End this nightmare of poverty, hunger and death. LET YOUR PEOPLE GO. Set y… https://t.co/zN1R1Vl2af",140,1097625026801688579,2019-02-18 22:32:53,148741,41683,,"['i', 'ask', 'everi', 'member', 'maduro', 'regim', 'end', 'nightmar', 'poverti', 'hunger', 'death', 'let', 'your', 'peopl', 'go', 'set', 'link']","['i', 'ask', 'every', 'memb', 'maduro', 'regim', 'end', 'nightm', 'poverty', 'hung', 'dea', 'let', 'yo', 'peopl', 'go', 'set', 'link']","I ask every member of the Maduro regime: End this nightmare of poverty, hunger and death. LET YOUR PEOPLE GO. Set y… LINK"
64,64,64,64,64,64,64,64,The people of Venezuela are standing for FREEDOM and DEMOCRACY – and the United States of America is standing right by their side!,130,1097624329154674689,2019-02-18 22:30:07,111446,31223,,"['the', 'peopl', 'venezuela', 'stand', 'freedom', 'democraci', 'unit', 'state', 'america', 'stand', 'right', 'side']","['the', 'peopl', 'venezuel', 'stand', 'freedom', 'democr', 'unit', 'stat', 'americ', 'stand', 'right', 'sid']",The people of Venezuela are standing for FREEDOM and DEMOCRACY – and the United States of America is standing right by their side!
65,65,65,65,65,65,65,65,"We are here to proclaim that a new day is coming in Latin America. In Venezuela and across the Western Hemisphere,… https://t.co/2ketrpYKkq",139,1097623506580357120,2019-02-18 22:26:51,96002,30337,,"['we', 'proclaim', 'new', 'day', 'come', 'latin', 'america', 'in', 'venezuela', 'across', 'western', 'hemispher', 'link']","['we', 'proclaim', 'new', 'day', 'com', 'latin', 'americ', 'in', 'venezuel', 'across', 'western', 'hemisph', 'link']","We are here to proclaim that a new day is coming in Latin America. In Venezuela and across the Western Hemisphere,… LINK"
66,66,66,66,66,66,66,66,RT @FLOTUS: A beautiful ceremony at @Nicklaus4kids hospital today to celebrate their new changes! I hope the garden nurtures &amp; heals all th…,144,1097595165479448576,2019-02-18 20:34:14,0,15778,,"['rt', 'at_us', 'a', 'beauti', 'ceremoni', 'at_us', 'hospit', 'today', 'celebr', 'new', 'chang', 'i', 'hope', 'garden', 'nurtur', 'amp', 'heal']","['rt', 'at_user', 'a', 'beauty', 'ceremony', 'at_user', 'hospit', 'today', 'celebr', 'new', 'chang', 'i', 'hop', 'gard', 'nurt', 'amp', 'heal']",RT AT_USER A beautiful ceremony at AT_USER hospital today to celebrate their new changes! I hope the garden nurtures &amp; heals all th…
67,67,67,67,67,67,67,67,"Hope you are enjoying your President’s Day, our Country is making unprecedented progress!",89,1097592331405066242,2019-02-18 20:22:58,155399,24415,,"['hope', 'enjoy', 'presid', 'day', 'countri', 'make', 'unpreced', 'progress']","['hop', 'enjoy', 'presid', 'day', 'country', 'mak', 'unprec', 'progress']","Hope you are enjoying your President’s Day, our Country is making unprecedented progress!"
68,68,68,68,68,68,68,68,“This was an illegal coup attempt on the President of the United States.” Dan Bongino on @foxandfriends  True!,110,1097488256848007173,2019-02-18 13:29:25,115041,30268,,"['thi', 'illeg', 'coup', 'attempt', 'presid', 'unit', 'dan', 'bongino', 'at_us', 'true']","['thi', 'illeg', 'coup', 'attempt', 'presid', 'unit', 'dan', 'bongino', 'at_user', 'tru']",“This was an illegal coup attempt on the President of the United States.” Dan Bongino on AT_USER  True!
69,69,69,69,69,69,69,69,Great analysis by @foxandfriends!,33,1097481581332185088,2019-02-18 13:02:53,60701,10103,,"['great', 'analysi', 'at_us']","['gre', 'analys', 'at_user']",Great analysis by AT_USER
70,70,70,70,70,70,70,70,....There is a lot of explaining to do to the millions of people who had just elected a president who they really l… https://t.co/zXI6PPXBEu,140,1097473080253968384,2019-02-18 12:29:07,122429,29339,,"['lot', 'explain', 'million', 'peopl', 'elect', 'presid', 'realli', 'link']","['lot', 'explain', 'mil', 'peopl', 'elect', 'presid', 'real', 'link']",....There is a lot of explaining to do to the millions of people who had just elected a president who they really l… LINK
71,71,71,71,71,71,71,71,"Wow, so many lies by now disgraced acting FBI Director Andrew McCabe. He was fired for lying, and now his story get… https://t.co/7YgfLI8d9b",140,1097469642048716801,2019-02-18 12:15:27,142792,35929,,"['wow', 'mani', 'lie', 'disgrac', 'act', 'fbi', 'director', 'andrew', 'mccabe', 'he', 'fire', 'lie', 'stori', 'link']","['wow', 'many', 'lie', 'disgrac', 'act', 'fbi', 'direct', 'andrew', 'mccabe', 'he', 'fir', 'lying', 'story', 'link']","Wow, so many lies by now disgraced acting FBI Director Andrew McCabe. He was fired for lying, and now his story get… LINK"
72,72,72,72,72,72,72,72,"“After two years and interviewing more than two hundred witnesses, the Senate Intelligence Committee has NOT discov… https://t.co/rWnLVp2udy",140,1097464889776459781,2019-02-18 11:56:34,92552,22501,,"['after', 'two', 'year', 'interview', 'two', 'hundr', 'wit', 'senat', 'intellig', 'committe', 'not', 'link']","['aft', 'two', 'year', 'interview', 'two', 'hundr', 'wit', 'sen', 'intellig', 'commit', 'not', 'link']","“After two years and interviewing more than two hundred witnesses, the Senate Intelligence Committee has NOT discov… LINK"
73,73,73,73,73,73,73,73,RT @KimStrassel: Death of a California Dream https://t.co/sBnSecSriX via @WSJOpinion,84,1097352149820829696,2019-02-18 04:28:34,0,8913,,"['rt', 'at_us', 'death', 'california', 'dream', 'link', 'via', 'at_us']","['rt', 'at_user', 'dea', 'californ', 'dream', 'link', 'via', 'at_user']",RT AT_USER Death of a California Dream LINK via AT_USER
74,74,74,74,74,74,74,74,"William Barr is arriving at a Justice Department that desperately needs an infusion of credibility, writes… https://t.co/TwsuDSwgaB",131,1097350271188062208,2019-02-18 04:21:07,71644,18724,,"['william', 'barr', 'arriv', 'justic', 'depart', 'desper', 'need', 'infus', 'credibl', 'link']","['william', 'bar', 'ar', 'just', 'depart', 'desp', 'nee', 'infus', 'cred', 'link']","William Barr is arriving at a Justice Department that desperately needs an infusion of credibility, writes… LINK"
75,75,75,75,75,75,75,75,"RT @realDonaldTrump: ....Many of the top FBI brass were fired, forced to leave, or left. McCabe’s wife received BIG DOLLARS from Clinton pe…",140,1097281923540545536,2019-02-17 23:49:31,0,43030,,"['rt', 'at_us', 'top', 'fbi', 'brass', 'fire', 'forc', 'leav', 'left', 'mccabe', 'wife', 'receiv', 'big', 'dollar', 'clinton']","['rt', 'at_user', 'top', 'fbi', 'brass', 'fir', 'forc', 'leav', 'left', 'mccabe', 'wif', 'receiv', 'big', 'doll', 'clinton']","RT AT_USER ....Many of the top FBI brass were fired, forced to leave, or left. McCabe’s wife received BIG DOLLARS from Clinton pe…"
76,76,76,76,76,76,76,76,RT @realDonaldTrump: Disgraced FBI Acting Director Andrew McCabe pretends to be a “poor little Angel” when in fact he was a big part of the…,140,1097281909829308417,2019-02-17 23:49:28,0,38898,,"['rt', 'at_us', 'disgrac', 'fbi', 'act', 'director', 'andrew', 'mccabe', 'pretend', 'poor', 'littl', 'angel', 'fact', 'big', 'part']","['rt', 'at_user', 'disgrac', 'fbi', 'act', 'direct', 'andrew', 'mccabe', 'pretend', 'poor', 'littl', 'angel', 'fact', 'big', 'part']",RT AT_USER Disgraced FBI Acting Director Andrew McCabe pretends to be a “poor little Angel” when in fact he was a big part of the…
77,77,77,77,77,77,77,77,"The Mueller investigation is totally conflicted, illegal and rigged! Should never have been allowed to begin, excep… https://t.co/5520iD07dr",140,1097280840156020736,2019-02-17 23:45:13,126181,29216,,"['the', 'mueller', 'investig', 'total', 'conflict', 'illeg', 'rig', 'should', 'never', 'allow', 'begin', 'link']","['the', 'muel', 'investig', 'tot', 'conflict', 'illeg', 'rig', 'should', 'nev', 'allow', 'begin', 'link']","The Mueller investigation is totally conflicted, illegal and rigged! Should never have been allowed to begin, excep… LINK"
78,78,78,78,78,78,78,78,"“These guys, the investigators, ought to be in jail. What they have done, working with the Obama intelligence agenc… https://t.co/d7eLvv9yax",140,1097247455006068738,2019-02-17 21:32:33,138677,39144,,"['these', 'guy', 'investig', 'ought', 'jail', 'what', 'done', 'work', 'obama', 'intellig', 'link']","['thes', 'guy', 'investig', 'ought', 'jail', 'what', 'don', 'work', 'obam', 'intellig', 'link']","“These guys, the investigators, ought to be in jail. What they have done, working with the Obama intelligence agenc… LINK"
79,79,79,79,79,79,79,79,https://t.co/r8N9m5vQlF,23,1097201429071233024,2019-02-17 18:29:40,70251,15525,,['link'],['link'],LINK
80,80,80,80,80,80,80,80,https://t.co/y61loNunTJ,23,1097201248196022273,2019-02-17 18:28:57,59407,13524,,['link'],['link'],LINK
81,81,81,81,81,81,81,81,THE RIGGED AND CORRUPT MEDIA IS THE ENEMY OF THE PEOPLE!,56,1097117499336855553,2019-02-17 12:56:09,205770,53073,,"['the', 'rig', 'and', 'corrupt', 'media', 'is', 'the', 'enemi', 'of', 'the', 'peopl']","['the', 'rig', 'and', 'corrupt', 'med', 'is', 'the', 'enemy', 'of', 'the', 'peopl']",THE RIGGED AND CORRUPT MEDIA IS THE ENEMY OF THE PEOPLE!
82,82,82,82,82,82,82,82,"Nothing funny about tired Saturday Night Live on Fake News NBC! Question is, how do the Networks get away with thes… https://t.co/xwSLxmNPpk",140,1097116612279316480,2019-02-17 12:52:38,113685,23776,,"['noth', 'funni', 'tire', 'saturday', 'night', 'live', 'fake', 'new', 'nbc', 'question', 'network', 'get', 'away', 'link']","['noth', 'funny', 'tir', 'saturday', 'night', 'liv', 'fak', 'new', 'nbc', 'quest', 'network', 'get', 'away', 'link']","Nothing funny about tired Saturday Night Live on Fake News NBC! Question is, how do the Networks get away with thes… LINK"
83,83,83,83,83,83,83,83,"52% Approval Rating, 93% in Republican Party ( a record )! Pretty amazing considering that 93% (also) of my press i… https://t.co/CNc48O4QaB",140,1097113815672647681,2019-02-17 12:41:31,141664,31024,,"['approv', 'rate', 'republican', 'parti', 'record', 'pretti', 'amaz', 'consid', 'also', 'press', 'link']","['approv', 'rat', 'republ', 'party', 'record', 'pretty', 'amaz', 'consid', 'also', 'press', 'link']","52% Approval Rating, 93% in Republican Party ( a record )! Pretty amazing considering that 93% (also) of my press i… LINK"
84,84,84,84,84,84,84,84,Democrats in the Senate are still slow walking hundreds of highly qualified people wanting to come into government.… https://t.co/DcdjojVL1R,140,1097109575248068608,2019-02-17 12:24:40,109070,28591,,"['democrat', 'senat', 'still', 'slow', 'walk', 'hundr', 'highli', 'qualifi', 'peopl', 'want', 'come', 'link']","['democr', 'sen', 'stil', 'slow', 'walk', 'hundr', 'high', 'qual', 'peopl', 'want', 'com', 'link']",Democrats in the Senate are still slow walking hundreds of highly qualified people wanting to come into government.… LINK
85,85,85,85,85,85,85,85,"Important meetings and calls on China Trade Deal, and more, today with my staff. Big progress being made on soooo m… https://t.co/YItKARNGJy",140,1097103477329649664,2019-02-17 12:00:26,80398,16920,,"['import', 'meet', 'call', 'china', 'trade', 'deal', 'today', 'staff', 'big', 'progress', 'made', 'soooo', 'link']","['import', 'meet', 'cal', 'chin', 'trad', 'deal', 'today', 'staff', 'big', 'progress', 'mad', 'soooo', 'link']","Important meetings and calls on China Trade Deal, and more, today with my staff. Big progress being made on soooo m… LINK"
86,86,86,86,86,86,86,86,RT @TomFitton: .@NYTIMES complains @realDonaldTrump crackdown on asylum scamming is working.  https://t.co/K8j94ITalL,117,1096996798122606592,2019-02-17 04:56:32,0,11303,,"['rt', 'at_us', 'complain', 'at_us', 'crackdown', 'asylum', 'scam', 'work', 'link']","['rt', 'at_user', 'complain', 'at_user', 'crackdown', 'asyl', 'scam', 'work', 'link']",RT AT_USER .AT_USER complains AT_USER crackdown on asylum scamming is working.  LINK
87,87,87,87,87,87,87,87,RT @TomFitton: Mueller Will Harass @RealDonaldTrump for Entire Term https://t.co/eoQVP6MsmF via @JudicialWatch,110,1096996714190438400,2019-02-17 04:56:12,0,11356,,"['rt', 'at_us', 'mueller', 'will', 'harass', 'at_us', 'entir', 'term', 'link', 'via', 'at_us']","['rt', 'at_user', 'muel', 'wil', 'harass', 'at_user', 'entir', 'term', 'link', 'via', 'at_user']",RT AT_USER Mueller Will Harass AT_USER for Entire Term LINK via AT_USER
88,88,88,88,88,88,88,88,RT @TomFitton: BIG: Strzok/Page Docs Show More Collusion to Protect Hillary Clinton; Voter Fraud Crisis--Thousands of Aliens Illegally Voti…,140,1096995896968036352,2019-02-17 04:52:57,0,12215,,"['rt', 'at_us', 'big', 'doc', 'show', 'more', 'collus', 'protect', 'hillari', 'clinton', 'voter', 'fraud', 'crisi', 'thousand', 'alien', 'illeg']","['rt', 'at_user', 'big', 'doc', 'show', 'mor', 'collud', 'protect', 'hil', 'clinton', 'vot', 'fraud', 'cris', 'thousand', 'aly', 'illeg']",RT AT_USER BIG: Strzok/Page Docs Show More Collusion to Protect Hillary Clinton; Voter Fraud Crisis--Thousands of Aliens Illegally Voti…
89,89,89,89,89,89,89,89,RT @real_defender: @realDonaldTrump Protecting America and putting Americans first. Thank you Mr. President!,108,1096984162882502657,2019-02-17 04:06:20,0,8399,,"['rt', 'at_us', 'at_us', 'protect', 'america', 'put', 'american', 'first', 'thank', 'presid']","['rt', 'at_user', 'at_user', 'protect', 'americ', 'put', 'am', 'first', 'thank', 'presid']",RT AT_USER AT_USER Protecting America and putting Americans first. Thank you Mr. President!
90,90,90,90,90,90,90,90,"....The U.S. does not want to watch as these ISIS fighters permeate Europe, which is where they are expected to go.… https://t.co/acl9k8EQqA",140,1096982979107278850,2019-02-17 04:01:37,88288,19629,,"['want', 'watch', 'isi', 'fighter', 'permeat', 'europ', 'expect', 'link']","['want', 'watch', 'is', 'fight', 'perm', 'europ', 'expect', 'link']","....The U.S. does not want to watch as these ISIS fighters permeate Europe, which is where they are expected to go.… LINK"
91,91,91,91,91,91,91,91,"The United States is asking Britain, France, Germany and other European allies to take back over 800 ISIS fighters… https://t.co/HhAcorxyP0",139,1096980408401625088,2019-02-17 03:51:24,92732,22921,,"['the', 'unit', 'state', 'ask', 'britain', 'franc', 'germani', 'european', 'alli', 'take', 'back', 'isi', 'link']","['the', 'unit', 'stat', 'ask', 'britain', 'frant', 'germany', 'europ', 'al', 'tak', 'back', 'is', 'link']","The United States is asking Britain, France, Germany and other European allies to take back over 800 ISIS fighters… LINK"
92,92,92,92,92,92,92,92,Trade negotiators have just returned from China where the meetings on Trade were very productive. Now at meetings w… https://t.co/vCyKHfh08p,140,1096926633708134406,2019-02-17 00:17:44,108230,22497,,"['trade', 'negoti', 'return', 'china', 'meet', 'trade', 'product', 'now', 'meet', 'link']","['trad', 'negoty', 'return', 'chin', 'meet', 'trad', 'produc', 'now', 'meet', 'link']",Trade negotiators have just returned from China where the meetings on Trade were very productive. Now at meetings w… LINK
93,93,93,93,93,93,93,93,BUILDING THE WALL!,18,1096924708132581377,2019-02-17 00:10:04,299014,66293,,"['build', 'the', 'wall']","['build', 'the', 'wal']",BUILDING THE WALL!
94,94,94,94,94,94,94,94,https://t.co/nJORBjwint,23,1096856815810342912,2019-02-16 19:40:18,139030,44163,,['link'],['link'],LINK
95,95,95,95,95,95,95,95,https://t.co/f6Jd2FzayZ,23,1096812333333184512,2019-02-16 16:43:32,91796,21838,,['link'],['link'],LINK
96,96,96,96,96,96,96,96,"Great job by law enforcement in Aurora, Illinois. Heartfelt condolences to all of the victims and their families. America is with you!",134,1096547516290543617,2019-02-15 23:11:15,130037,22895,,"['great', 'job', 'law', 'enforc', 'aurora', 'illinoi', 'heartfelt', 'condol', 'victim', 'famili', 'america']","['gre', 'job', 'law', 'enforc', 'auror', 'illino', 'heartfelt', 'condol', 'victim', 'famy', 'americ']","Great job by law enforcement in Aurora, Illinois. Heartfelt condolences to all of the victims and their families. America is with you!"
97,97,97,97,97,97,97,97,RT @WhiteHouse: President Trump Speaks on the National Security &amp; Humanitarian Crisis on Our Southern Border https://t.co/FqdfFORbv5,136,1096433367757844489,2019-02-15 15:37:40,0,15958,,"['rt', 'at_us', 'presid', 'trump', 'speak', 'nation', 'secur', 'amp', 'humanitarian', 'crisi', 'our', 'southern', 'border', 'link']","['rt', 'at_user', 'presid', 'trump', 'speak', 'nat', 'sec', 'amp', 'humanit', 'cris', 'our', 'southern', 'bord', 'link']",RT AT_USER President Trump Speaks on the National Security &amp; Humanitarian Crisis on Our Southern Border LINK
98,98,98,98,98,98,98,98,“Trying to use the 25th Amendment to try and circumvent the Election is a despicable act of unconstitutional power… https://t.co/yaOJ2xZj7k,139,1096246820097966080,2019-02-15 03:16:23,154241,42892,,"['tri', 'use', 'amend', 'tri', 'circumv', 'elect', 'despic', 'act', 'unconstitut', 'link']","['try', 'us', 'amend', 'try', 'circumv', 'elect', 'desp', 'act', 'unconstitut', 'link']",“Trying to use the 25th Amendment to try and circumvent the Election is a despicable act of unconstitutional power… LINK
99,99,99,99,99,99,99,99,"RT @WhiteHouse: .@PressSec: President Trump will sign the government funding bill, and as he has stated before, he will also take other exe…",140,1096242493488803840,2019-02-15 02:59:12,0,18733,,"['rt', 'at_us', 'presid', 'trump', 'sign', 'govern', 'fund', 'bill', 'state', 'also', 'take']","['rt', 'at_user', 'presid', 'trump', 'sign', 'govern', 'fund', 'bil', 'stat', 'also', 'tak']","RT AT_USER .AT_USER President Trump will sign the government funding bill, and as he has stated before, he will also take other exe…"
100,100,100,100,100,100,100,100,"“After The Flight 93 Election, The Vote That Saved America - And What We Still Have To Lose,” by very talented Mich… https://t.co/0O6pJ15MbJ",140,1096242299561017345,2019-02-15 02:58:26,75857,14397,,"['after', 'the', 'flight', 'elect', 'the', 'vote', 'that', 'save', 'america', 'and', 'what', 'we', 'still', 'have', 'to', 'lose', 'talent', 'link']","['aft', 'the', 'flight', 'elect', 'the', 'vot', 'that', 'sav', 'americ', 'and', 'what', 'we', 'stil', 'hav', 'to', 'los', 'tal', 'link']","“After The Flight 93 Election, The Vote That Saved America - And What We Still Have To Lose,” by very talented Mich… LINK"
101,101,101,101,101,101,101,101,"One year ago today, a horrific act of violence took the lives of 14 students and 3 educators in Parkland, Florida.… https://t.co/I4fYuapHlH",139,1096099414916169730,2019-02-14 17:30:39,72423,15970,,"['one', 'year', 'ago', 'today', 'horrif', 'act', 'violenc', 'took', 'live', 'student', 'educ', 'parkland', 'link']","['on', 'year', 'ago', 'today', 'hor', 'act', 'viol', 'took', 'liv', 'stud', 'educ', 'parkland', 'link']","One year ago today, a horrific act of violence took the lives of 14 students and 3 educators in Parkland, Florida.… LINK"
102,102,102,102,102,102,102,102,Reviewing the funding bill with my team at the @WhiteHouse!,59,1096098622423396353,2019-02-14 17:27:30,102367,16554,,"['review', 'fund', 'bill', 'team', 'at_us']","['review', 'fund', 'bil', 'team', 'at_user']",Reviewing the funding bill with my team at the AT_USER
103,103,103,103,103,103,103,103,"....Many of the top FBI brass were fired, forced to leave, or left. McCabe’s wife received BIG DOLLARS from Clinton… https://t.co/4InFRTx4IC",140,1096060280839307267,2019-02-14 14:55:09,167571,43030,,"['top', 'fbi', 'brass', 'fire', 'forc', 'leav', 'left', 'mccabe', 'wife', 'receiv', 'big', 'dollar', 'link']","['top', 'fbi', 'brass', 'fir', 'forc', 'leav', 'left', 'mccabe', 'wif', 'receiv', 'big', 'doll', 'link']","....Many of the top FBI brass were fired, forced to leave, or left. McCabe’s wife received BIG DOLLARS from Clinton… LINK"
104,104,104,104,104,104,104,104,Disgraced FBI Acting Director Andrew McCabe pretends to be a “poor little Angel” when in fact he was a big part of… https://t.co/dfMDqNitPS,139,1096056426533998594,2019-02-14 14:39:50,146347,38898,,"['disgrac', 'fbi', 'act', 'director', 'andrew', 'mccabe', 'pretend', 'poor', 'littl', 'angel', 'fact', 'big', 'part', 'link']","['disgrac', 'fbi', 'act', 'direct', 'andrew', 'mccabe', 'pretend', 'poor', 'littl', 'angel', 'fact', 'big', 'part', 'link']",Disgraced FBI Acting Director Andrew McCabe pretends to be a “poor little Angel” when in fact he was a big part of… LINK
105,105,105,105,105,105,105,105,California has been forced to cancel the massive bullet train project after having spent and wasted many billions o… https://t.co/zQ6MPgxXv5,140,1095857587344551936,2019-02-14 01:29:43,213344,52613,,"['california', 'forc', 'cancel', 'massiv', 'bullet', 'train', 'project', 'spent', 'wast', 'mani', 'billion', 'link']","['californ', 'forc', 'cancel', 'mass', 'bullet', 'train', 'project', 'spent', 'wast', 'many', 'bil', 'link']",California has been forced to cancel the massive bullet train project after having spent and wasted many billions o… LINK
106,106,106,106,106,106,106,106,RT @SenTedCruz: Report: Texas crude oil production breaks 1970s record https://t.co/RHpaMLX7G2 via @houstonchron,112,1095849007350460417,2019-02-14 00:55:37,0,14783,,"['rt', 'at_us', 'report', 'texa', 'crude', 'oil', 'product', 'break', 'record', 'link', 'via', 'at_us']","['rt', 'at_user', 'report', 'texa', 'crud', 'oil', 'produc', 'break', 'record', 'link', 'via', 'at_user']",RT AT_USER Report: Texas crude oil production breaks 1970s record LINK via AT_USER
107,107,107,107,107,107,107,107,https://t.co/BS162NF8HC,23,1095845385766092800,2019-02-14 00:41:14,81951,21085,,['link'],['link'],LINK
108,108,108,108,108,108,108,108,https://t.co/ruL7Ctpdak,23,1095841187657891840,2019-02-14 00:24:33,78542,18068,,['link'],['link'],LINK
109,109,109,109,109,109,109,109,"RT @WhiteHouse: ""Every American in every community and from every walk of life has a right to live in security and to live in peace. That i…",140,1095817940920909824,2019-02-13 22:52:11,0,18644,,"['rt', 'at_us', 'everi', 'american', 'everi', 'commun', 'everi', 'walk', 'life', 'right', 'live', 'secur', 'live', 'peac', 'that']","['rt', 'at_user', 'every', 'am', 'every', 'commun', 'every', 'walk', 'lif', 'right', 'liv', 'sec', 'liv', 'peac', 'that']","RT AT_USER ""Every American in every community and from every walk of life has a right to live in security and to live in peace. That i…"
110,110,110,110,110,110,110,110,"Today, it was my great honor to address the @MjrCitiesChiefs Association and @MCSheriffs Conference in Washington,… https://t.co/gAKpd6qSB8",139,1095787504001789960,2019-02-13 20:51:14,75692,16805,,"['today', 'great', 'honor', 'address', 'at_us', 'associ', 'at_us', 'confer', 'washington', 'link']","['today', 'gre', 'hon', 'address', 'at_user', 'assocy', 'at_user', 'conf', 'washington', 'link']","Today, it was my great honor to address the AT_USER Association and AT_USER Conference in Washington,… LINK"
111,111,111,111,111,111,111,111,"The Gallup Poll just announced that 69% of our great citizens expect their finances to improve next year, a 16 year high. Nice!",127,1095699493440446464,2019-02-13 15:01:31,142787,26765,,"['the', 'gallup', 'poll', 'announc', 'great', 'citizen', 'expect', 'financ', 'improv', 'next', 'year', 'year', 'high', 'nice']","['the', 'gallup', 'pol', 'annount', 'gre', 'cit', 'expect', 'fin', 'improv', 'next', 'year', 'year', 'high', 'nic']","The Gallup Poll just announced that 69% of our great citizens expect their finances to improve next year, a 16 year high. Nice!"
112,112,112,112,112,112,112,112,The Senate Intelligence Committee: THERE IS NO EVIDENCE OF COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA!,107,1095638223861284865,2019-02-13 10:58:03,154642,36142,,"['the', 'senat', 'intellig', 'committe', 'there', 'is', 'no', 'evid', 'of', 'collus', 'between', 'the', 'trump', 'campaign', 'and', 'russia']","['the', 'sen', 'intellig', 'commit', 'ther', 'is', 'no', 'evid', 'of', 'collud', 'between', 'the', 'trump', 'campaign', 'and', 'russ']",The Senate Intelligence Committee: THERE IS NO EVIDENCE OF COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA!
113,113,113,113,113,113,113,113,RT @dbongino: I don’t feel an ounce of empathy for all of the imbeciles who bought into the Russian collusion hoax now that it’s been entir…,140,1095524396259831810,2019-02-13 03:25:44,0,32510,,"['rt', 'at_us', 'i', 'feel', 'ounc', 'empathi', 'imbecil', 'bought', 'russian', 'collus', 'hoax']","['rt', 'at_user', 'i', 'feel', 'ount', 'empathy', 'imbecil', 'bought', 'russ', 'collud', 'hoax']",RT AT_USER I don’t feel an ounce of empathy for all of the imbeciles who bought into the Russian collusion hoax now that it’s been entir…
